iter	Passed	Remaining
210	84204	1113019
211	84478	1110968
212	84744	1108837
213	85023	1106892
214	85304	1104996
215	85569	1102893
216	85852	1101053
217	86135	1099216
218	86399	1097160
219	86679	1095307
220	86948	1093341
221	87228	1091530
222	87510	1089762
223	87792	1088005
224	88069	1086184
225	88341	1084328
226	88601	1082338
227	88884	1080647
228	89160	1078882
229	89435	1077117
230	89731	1075608
231	90016	1073987
232	90297	1072330
233	90579	1070692
234	90855	1068999
235	91140	1067419
236	91416	1065756
237	91687	1064038
238	91948	1062219
239	92247	1060842
240	92542	1059442
241	92824	1057886
242	93113	1056437
243	93401	1054978
244	93674	1053365
245	93950	1051788
246	94232	1050296
247	94522	1048891
248	94795	1047315
249	95073	1045805
250	95373	1044546
251	95662	1043178
252	95951	1041808
253	96236	1040417
254	96514	1038945
255	96776	1037324
256	97063	1035971
257	97358	1034712
258	97629	1033216
259	97886	1031569
260	98180	1030329
261	98476	1029115
262	98763	1027820
263	99032	1026336
264	99310	1024959
265	99578	1023491
266	99859	1022152
267	100149	1020931
268	100423	1019544
269	100694	1018129
270	100980	1016887
271	101250	1015484
272	101526	1014150
273	101819	1012991
274	102124	1011963
275	102424	1010885
276	102716	1009740
277	103017	1008677
278	103326	1007710
279	103618	1006582
280	103885	1005212
281	104178	1004106
282	104454	1002837
283	104769	1001954
284	105058	1000824
285	105331	999542
286	105625	998475
287	105886	997096
288	106158	995837
289	106444	994702
290	106733	993608
291	107031	992605
292	107314	991465
293	107595	990316
294	107873	989144
295	108161	988066
296	108431	986840
297	108720	985778
298	108997	984627
299	109271	983445
300	109532	982156
301	109814	981055
302	110177	980693
303	110548	980393
304	110932	980209
305	111292	979808
306	111705	979881
307	112142	980156
308	112572	980364
309	113031	980820
310	113475	981144
311	113933	981583
312	114309	981308
313	114629	980554
314	114963	979925
315	115402	980195
316	115829	980346
317	116198	980013
318	116725	981008
319	117156	981183
320	117531	980896
321	117905	980596
322	118195	979596
323	118412	978003
324	118681	976839
325	118953	975707
326	119214	974499
327	119492	973430
328	119757	972259
329	120031	971162
330	120293	969981
331	120539	968671
332	120795	967450
333	121046	966195
334	121296	964938
335	121534	963597
336	121784	962353
337	122023	961023
338	122299	959999
339	122542	958715
340	122786	957450
341	123027	956160
342	123278	954955
343	123519	953687
344	123772	952511
345	124004	951177
346	124244	949918
347	124479	948616
348	124720	947374
349	124939	945971
350	125174	944694
351	125447	943710
352	125695	942537
353	125962	941516
354	126230	940509
355	126476	939335
356	126724	938188
357	126969	937020
358	127236	936022
359	127491	934939
360	127742	933832
361	127954	932443
362	128213	931405
363	128450	930205
364	128701	929122
365	128964	928123
366	129221	927088
367	129490	926140
368	129730	924992
369	129955	923737
370	130193	922581
371	130444	921525
372	130671	920305
373	130908	919160
374	131150	918055
375	131393	916959
376	131626	915797
377	131870	914721
378	132122	913698
379	132359	912586
380	132605	911533
381	132875	910647
382	133141	909741
383	133353	908470
384	133608	907497
385	133843	906390
386	134094	905399
387	134352	904453
388	134635	903682
389	134914	902887
390	135158	901861
391	135416	900933
392	135636	899759
393	135886	898780
394	136123	897728
395	136365	896703
396	136620	895773
397	136911	895081
398	137168	894176
399	137401	893108
400	137636	892065
401	137871	891018
402	138112	890021
403	138351	889009
404	138626	888234
405	138886	887369
406	139117	886320
407	139390	885542
408	139654	884705
409	139901	883769
410	140146	882822
411	140385	881839
412	140638	880947
413	140895	880088
414	141145	879183
415	141375	878158
416	141633	877311
417	141872	876353
418	142097	875309
419	142334	874338
420	142564	873331
421	142805	872401
422	143036	871404
423	143329	870793
424	143607	870095
425	143889	869418
426	144171	868745
427	144449	868044
428	144714	867276
429	144996	866609
430	145249	865769
431	145519	865031
432	145778	864236
433	146053	863533
434	146298	862653
435	146567	861924
436	146820	861103
437	147074	860286
438	147343	859560
439	147593	858728
440	147901	858229
441	148167	857492
442	148427	856725
443	148704	856057
444	148972	855335
445	149246	854651
446	149509	853910
447	149762	853111
448	150012	852296
449	150254	851444
450	150504	850635
451	150754	849827
452	150993	848963
453	151211	847985
454	151456	847157
455	151727	846480
456	151980	845705
457	152233	844927
458	152466	844048
459	152707	843210
460	152948	842376
461	153193	841571
462	153444	840794
463	153704	840072
464	153992	839507
465	154273	838901
466	154518	838106
467	154790	837457
468	155104	837034
469	155387	836446
470	155646	835730
471	155903	835009
472	156132	834137
473	156372	833325
474	156620	832562
475	156834	831617
476	157082	830858
477	157331	830106
478	157581	829358
479	157822	828567
480	158064	827785
481	158294	826941
482	158551	826239
483	158825	825630
484	159073	824888
485	159340	824242
486	159582	823469
487	159812	822640
488	160038	821793
489	160272	820985
490	160503	820167
491	160734	819354
492	160957	818500
493	161191	817706
494	161406	816817
495	161629	815966
496	161868	815206
497	162107	814442
498	162338	813645
499	162578	812894
500	162818	812141
501	163042	811314
502	163285	810585
503	163525	809839
504	163734	808944
505	163993	808301
506	164206	807430
507	164456	806741
508	164709	806075
509	164964	805413
510	165206	804695
511	165452	803997
512	165707	803340
513	165943	802598
514	166183	801875
515	166445	801260
516	166687	800549
517	166935	799872
518	167168	799125
519	167400	798369
520	167644	797680
521	167878	796938
522	168120	796243
523	168343	795453
524	168544	794565
525	168793	793908
526	169059	793329
527	169316	792710
528	169556	792011
529	169797	791321
530	170041	790642
531	170271	789904
532	170488	789111
533	170705	788314
534	170926	787538
535	171158	786819
536	171388	786090
537	171620	785372
538	171828	784545
539	172053	783800
540	172283	783080
541	172507	782330
542	172737	781612
543	172968	780902
544	173164	780035
545	173395	779329
546	173626	778622
547	173861	777934
548	174075	777154
549	174307	776460
550	174535	775747
551	174771	775071
552	175013	774426
553	175255	773783
554	175530	773284
555	175799	772756
556	176032	772076
557	176269	771414
558	176498	770720
559	176748	770117
560	177000	769527
561	177292	769107
562	177534	768474
563	177794	767921
564	178043	767320
565	178283	766683
566	178523	766044
567	178770	765440
568	179028	764881
569	179268	764251
570	179528	763701
571	179760	763041
572	180005	762429
573	180233	761751
574	180460	761071
575	180698	760439
576	180933	759793
577	181185	759222
578	181432	758634
579	181686	758070
580	181940	757512
581	182243	757155
582	182528	756725
583	182816	756311
584	183075	755775
585	183338	755254
586	183590	754691
587	183858	754197
588	184131	753718
589	184399	753223
590	184664	752720
591	184956	752324
592	185247	751921
593	185575	751676
594	185874	751309
595	186167	750918
596	186450	750485
597	186725	750023
598	187004	749577
599	187274	749099
600	187548	748634
601	187839	748237
602	188126	747826
603	188414	747419
604	188695	746982
605	188987	746594
606	189269	746163
607	189500	745535
608	189791	745141
609	190082	744749
610	190359	744301
611	190643	743882
612	190914	743414
613	191187	742953
614	191450	742454
615	191724	741998
616	192002	741559
617	192284	741136
618	192545	740632
619	192818	740172
620	193094	739729
621	193371	739288
622	193649	738853
623	193935	738445
624	194219	738034
625	194497	737597
626	194746	737054
627	195025	736623
628	195312	736223
629	195592	735801
630	195873	735378
631	196147	734931
632	196431	734522
633	196713	734108
634	196980	733636
635	197268	733241
636	197546	732813
637	197793	732271
638	198087	731899
639	198381	731532
640	198652	731077
641	198932	730659
642	199199	730191
643	199479	729773
644	199748	729315
645	200015	728850
646	200280	728376
647	200550	727923
648	200832	727514
649	201108	727085
650	201370	726603
651	201646	726175
652	201905	725684
653	202180	725252
654	202463	724851
655	202722	724362
656	202993	723918
657	203267	723482
658	203531	723016
659	203816	722623
660	204098	722218
661	204380	721814
662	204650	721369
663	204865	720732
664	205137	720295
665	205444	719979
666	205717	719548
667	206015	719202
668	206303	718822
669	206581	718409
670	206856	717985
671	207121	717526
672	207390	717084
673	207675	716696
674	207963	716319
675	208237	715892
676	208501	715433
677	208780	715026
678	209039	714551
679	209311	714119
680	209580	713682
681	209880	713348
682	210132	712851
683	210395	712392
684	210664	711953
685	210932	711511
686	211188	711031
687	211462	710613
688	211733	710182
689	212005	709757
690	212284	709354
691	212540	708876
692	212812	708453
693	213096	708071
694	213394	707732
695	213707	707447
696	213988	707051
697	214268	706656
698	214544	706247
699	214831	705875
700	215099	705441
701	215389	705079
702	215645	704606
703	215858	703993
704	216135	703588
705	216401	703151
706	216691	702791
707	216960	702364
708	217234	701953
709	217505	701532
710	217782	701130
711	218047	700691
712	218320	700278
713	218597	699878
714	218869	699465
715	219154	699090
716	219383	698538
717	219652	698116
718	219915	697673
719	220179	697235
720	220429	696751
721	220695	696323
722	220924	695773
723	221178	695308
724	221472	694964
725	221753	694583
726	222016	694145
727	222289	693738
728	222572	693362
729	222856	692992
730	223131	692591
731	223408	692200
732	223694	691835
733	223976	691457
734	224264	691099
735	224504	690593
736	224763	690147
737	225043	689768
738	225324	689390
739	225586	688953
740	225845	688510
741	226106	688072
742	226372	687647
743	226683	687362
744	226993	687074
745	227275	686702
746	227556	686326
747	227836	685947
748	228117	685569
749	228408	685226
750	228684	684836
751	228939	684382
752	229215	683994
753	229487	683592
754	229759	683190
755	230037	682808
756	230316	682430
757	230582	682013
758	230842	681578
759	231104	681150
760	231388	680787
761	231658	680383
762	231923	679965
763	232165	679479
764	232437	679082
765	232720	678718
766	232980	678286
767	233257	677905
768	233544	677551
769	233829	677194
770	234098	676789
771	234376	676413
772	234646	676012
773	234933	675661
774	235208	675274
775	235490	674910
776	235768	674533
777	236036	674129
778	236304	673726
779	236593	673381
780	236863	672984
781	237142	672612
782	237415	672221
783	237702	671872
784	237995	671540
785	238279	671183
786	238577	670867
787	238857	670498
788	239067	669933
789	239351	669579
790	239624	669190
791	239896	668801
792	240183	668453
793	240456	668068
794	240739	667711
795	240998	667286
796	241254	666854
797	241537	666497
798	241827	666159
799	242099	665773
800	242367	665376
801	242629	664961
802	242902	664578
803	243193	664245
804	243457	663838
805	243726	663445
806	243998	663059
807	244272	662680
808	244565	662353
809	244842	661982
810	245120	661614
811	245394	661236
812	245681	660892
813	245959	660526
814	246235	660151
815	246503	659759
816	246785	659403
817	247065	659042
818	247330	658641
819	247625	658320
820	247911	657977
821	248198	657635
822	248475	657268
823	248748	656889
824	249035	656547
825	249308	656170
826	249595	655828
827	249893	655517
828	250163	655132
829	250425	654726
830	250705	654369
831	250986	654012
832	251243	653594
833	251520	653229
834	251788	652840
835	252066	652477
836	252334	652091
837	252621	651750
838	252869	651313
839	253166	651000
840	253451	650656
841	253726	650286
842	254007	649934
843	254292	649589
844	254570	649230
845	254836	648837
846	255124	648503
847	255404	648148
848	255663	647742
849	255890	647251
850	256177	646914
851	256467	646586
852	256716	646154
853	257005	645824
854	257271	645435
855	257562	645109
856	257859	644800
857	258144	644459
858	258424	644104
859	258701	643744
860	258995	643428
861	259274	643071
862	259558	642730
863	259844	642392
864	260125	642043
865	260419	641725
866	260716	641415
867	260985	641036
868	261262	640679
869	261528	640293
870	261797	639915
871	262088	639591
872	262369	639242
873	262625	638834
874	262897	638466
875	263166	638087
876	263450	637748
877	263744	637432
878	264026	637086
879	264308	636742
880	264589	636396
881	264866	636039
882	265129	635649
883	265398	635275
884	265661	634884
885	265940	634536
886	266292	634359
887	266766	634471
888	267072	634183
889	267533	634264
890	267804	633894
891	268290	634030
892	268711	634013
893	269206	634172
894	269624	634143
895	270040	634112
896	270459	634087
897	270886	634078
898	271189	633780
899	271468	633426
900	271867	633352
901	272299	633352
902	272715	633315
903	273142	633303
904	273589	633337
905	273970	633216
906	274388	633181
907	274676	632844
908	274959	632498
909	275270	632214
910	275534	631823
911	275792	631419
912	276072	631067
913	276285	630558
914	276525	630116
915	276785	629716
916	277042	629313
917	277324	628964
918	277595	628592
919	277873	628235
920	278166	627913
921	278391	627437
922	278636	627007
923	278860	626531
924	279096	626081
925	279362	625698
926	279598	625250
927	279835	624806
928	280063	624340
929	280301	623896
930	280538	623453
931	280773	623003
932	281000	622538
933	281194	621999
934	281430	621555
935	281666	621111
936	281901	620664
937	282141	620231
938	282366	619763
939	282603	619323
940	282846	618895
941	283106	618507
942	283361	618105
943	283593	617656
944	283838	617236
945	284076	616800
946	284310	616355
947	284556	615939
948	284792	615499
949	285026	615058
950	285266	614627
951	285507	614200
952	285772	613827
953	286053	613486
954	286291	613054
955	286505	612570
956	286800	612261
957	287069	611895
958	287332	611517
959	287599	611149
960	287813	610668
961	288087	610314
962	288379	609999
963	288643	609624
964	288887	609209
965	289152	608836
966	289405	608439
967	289638	608002
968	289879	607579
969	290132	607185
970	290371	606759
971	290602	606318
972	290862	605937
973	291123	605560
974	291377	605168
975	291616	604744
976	291856	604325
977	292080	603871
978	292300	603410
979	292526	602962
980	292763	602538
981	293009	602132
982	293227	601668
983	293473	601262
984	293745	600911
985	294005	600534
986	294273	600175
987	294561	599855
988	294883	599606
989	295186	599317
990	295490	599030
991	295789	598736
992	296066	598393
993	296340	598046
994	296617	597706
995	296871	597319
996	297149	596980
997	297426	596641
998	297703	596301
999	297984	595969
1000	298265	595637
1001	298548	595309
1002	298800	594920
1003	299005	594437
1004	299256	594046
1005	299499	593640
1006	299746	593242
1007	299990	592838
1008	300220	592406
1009	300442	591961
1010	300692	591569
1011	300928	591151
1012	301165	590737
1013	301398	590313
1014	301650	589927
1015	301896	589529
1016	302146	589140
1017	302420	588798
1018	302659	588389
1019	302906	587995
1020	303132	587559
1021	303388	587183
1022	303638	586797
1023	303861	586357
1024	304058	585868
1025	304288	585443
1026	304528	585039
1027	304783	584662
1028	305012	584237
1029	305254	583835
1030	305491	583427
1031	305724	583009
1032	305966	582610
1033	306204	582202
1034	306401	581719
1035	306638	581309
1036	306864	580882
1037	307103	580477
1038	307325	580044
1039	307586	579682
1040	307842	579311
1041	308081	578909
1042	308333	578532
1043	308563	578112
1044	308817	577739
1045	309082	577388
1046	309323	576990
1047	309562	576590
1048	309797	576182
1049	310043	575795
1050	310289	575408
1051	310524	575000
1052	310756	574589
1053	310996	574192
1054	311227	573780
1055	311463	573375
1056	311699	572973
1057	311943	572584
1058	312178	572179
1059	312387	571728
1060	312600	571284
1061	312867	570939
1062	313136	570597
1063	313411	570267
1064	313650	569872
1065	313875	569451
1066	314104	569039
1067	314353	568661
1068	314594	568271
1069	314825	567862
1070	315096	567527
1071	315350	567159
1072	315596	566780
1073	315840	566396
1074	316096	566033
1075	316348	565663
1076	316578	565256
1077	316823	564875
1078	317067	564491
1079	317308	564104
1080	317559	563734
1081	317802	563351
1082	318053	562981
1083	318284	562576
1084	318527	562193
1085	318739	561757
1086	318983	561375
1087	319225	560991
1088	319430	560544
1089	319676	560167
1090	319916	559781
1091	320176	559429
1092	320406	559025
1093	320651	558649
1094	320866	558219
1095	321095	557814
1096	321343	557444
1097	321586	557064
1098	321815	556661
1099	322046	556262
1100	322273	555856
1101	322497	555445
1102	322736	555060
1103	322973	554671
1104	323199	554265
1105	323448	553898
1106	323694	553526
1107	323931	553138
1108	324189	552788
1109	324429	552406
1110	324666	552021
1111	324960	551731
1112	325213	551373
1113	325449	550984
1114	325673	550578
1115	325872	550128
1116	326123	549768
1117	326371	549401
1118	326611	549022
1119	326845	548632
1120	327059	548212
1121	327293	547822
1122	327517	547417
1123	327748	547024
1124	327996	546661
1125	328237	546285
1126	328467	545891
1127	328700	545503
1128	328942	545129
1129	329159	544715
1130	329401	544343
1131	329630	543948
1132	329871	543574
1133	330116	543207
1134	330365	542847
1135	330588	542444
1136	330839	542088
1137	331083	541720
1138	331324	541348
1139	331579	540998
1140	331822	540629
1141	332068	540265
1142	332303	539883
1143	332545	539514
1144	332777	539128
1145	333016	538754
1146	333216	538318
1147	333422	537890
1148	333647	537495
1149	333887	537124
1150	334123	536745
1151	334361	536372
1152	334611	536016
1153	334851	535646
1154	335079	535257
1155	335320	534888
1156	335576	534543
1157	335831	534199
1158	336081	533844
1159	336322	533477
1160	336554	533094
1161	336778	532700
1162	337034	532358
1163	337323	532066
1164	337565	531701
1165	337814	531348
1166	338079	531018
1167	338331	530671
1168	338599	530347
1169	338839	529979
1170	339087	529625
1171	339327	529257
1172	339597	528937
1173	339831	528561
1174	340069	528192
1175	340347	527885
1176	340627	527581
1177	340879	527234
1178	341124	526876
1179	341360	526504
1180	341602	526143
1181	341826	525753
1182	342071	525396
1183	342339	525074
1184	342609	524756
1185	342852	524396
1186	343076	524007
1187	343302	523622
1188	343545	523264
1189	343778	522889
1190	344027	522541
1191	344286	522205
1192	344556	521889
1193	344818	521559
1194	345064	521205
1195	345297	520833
1196	345560	520506
1197	345796	520138
1198	346045	519790
1199	346341	519512
1200	346629	519223
1201	346868	518860
1202	347146	518554
1203	347408	518227
1204	347661	517885
1205	347909	517537
1206	348170	517208
1207	348413	516851
1208	348665	516509
1209	348883	516117
1210	349197	515866
1211	349503	515603
1212	349837	515383
1213	350149	515129
1214	350485	514910
1215	350785	514638
1216	351047	514311
1217	351311	513987
1218	351587	513680
1219	351864	513376
1220	352149	513081
1221	352427	512779
1222	352711	512483
1223	352989	512181
1224	353233	511828
1225	353520	511537
1226	353810	511251
1227	354096	510960
1228	354356	510631
1229	354630	510322
1230	354913	510025
1231	355186	509715
1232	355484	509441
1233	355743	509110
1234	356007	508788
1235	356294	508497
1236	356579	508205
1237	356845	507885
1238	357119	507576
1239	357398	507274
1240	357680	506978
1241	357962	506680
1242	358247	506388
1243	358547	506116
1244	358851	505850
1245	359142	505566
1246	359433	505281
1247	359731	505007
1248	359999	504691
1249	360289	504404
1250	360568	504103
1251	360849	503805
1252	361111	503480
1253	361376	503160
1254	361596	502777
1255	361871	502470
1256	362144	502162
1257	362408	501840
1258	362674	501522
1259	362946	501211
1260	363224	500909
1261	363500	500605
1262	363789	500318
1263	364053	499996
1264	364338	499705
1265	364618	499406
1266	364899	499109
1267	365170	498797
1268	365456	498507
1269	365731	498200
1270	366009	497899
1271	366295	497608
1272	366543	497266
1273	366814	496955
1274	367092	496655
1275	367362	496342
1276	367640	496041
1277	367908	495726
1278	368187	495426
1279	368463	495123
1280	368742	494823
1281	369025	494529
1282	369298	494221
1283	369586	493933
1284	369861	493628
1285	370135	493321
1286	370406	493012
1287	370683	492709
1288	370954	492400
1289	371232	492099
1290	371527	491821
1291	371797	491509
1292	372065	491196
1293	372337	490886
1294	372612	490581
1295	372884	490273
1296	373158	489968
1297	373430	489659
1298	373707	489358
1299	373993	489068
1300	374260	488753
1301	374534	488447
1302	374824	488163
1303	375107	487870
1304	375415	487608
1305	375736	487363
1306	376020	487072
1307	376326	486808
1308	376621	486529
1309	376893	486220
1310	377230	485996
1311	377557	485759
1312	377841	485467
1313	378155	485213
1314	378510	485011
1315	378855	484796
1316	379155	484524
1317	379499	484307
1318	379799	484035
1319	380045	483694
1320	380364	483445
1321	380687	483202
1322	380993	482937
1323	381310	482686
1324	381602	482402
1325	381915	482146
1326	382208	481865
1327	382460	481531
1328	382741	481234
1329	383028	480945
1330	383316	480657
1331	383636	480410
1332	383930	480129
1333	384191	479806
1334	384504	479550
1335	384776	479242
1336	385056	478944
1337	385321	478628
1338	385639	478377
1339	385921	478081
1340	386238	477830
1341	386523	477537
1342	386770	477199
1343	387079	476937
1344	387385	476671
1345	387678	476389
1346	387962	476096
1347	388233	475787
1348	388510	475485
1349	388802	475202
1350	389093	474918
1351	389378	474627
1352	389677	474351
1353	389969	474068
1354	390275	473802
1355	390559	473510
1356	390851	473226
1357	391141	472941
1358	391425	472648
1359	391719	472368
1360	392012	472085
1361	392283	471777
1362	392534	471444
1363	392829	471165
1364	393105	470862
1365	393397	470579
1366	393690	470298
1367	393990	470023
1368	394245	469696
1369	394531	469406
1370	394814	469112
1371	395104	468826
1372	395380	468524
1373	395671	468239
1374	395914	467898
1375	396195	467602
1376	396486	467318
1377	396793	467053
1378	397110	466798
1379	397456	466579
1380	397756	466305
1381	398071	466048
1382	398361	465762
1383	398658	465485
1384	398963	465217
1385	399262	464942
1386	399554	464658
1387	399825	464350
1388	400116	464066
1389	400406	463780
1390	400697	463495
1391	401000	463224
1392	401305	462956
1393	401609	462686
1394	401915	462419
1395	402209	462137
1396	402484	461834
1397	402773	461547
1398	403061	461259
1399	403343	460964
1400	403631	460675
1401	403897	460362
1402	404167	460054
1403	404462	459773
1404	404722	459453
1405	405005	459160
1406	405296	458874
1407	405593	458597
1408	405882	458310
1409	406163	458014
1410	406456	457732
1411	406744	457443
1412	407044	457169
1413	407337	456885
1414	407613	456585
1415	407913	456310
1416	408201	456022
1417	408497	455742
1418	408783	455452
1419	409075	455168
1420	409376	454895
1421	409671	454614
1422	409969	454337
1423	410277	454071
1424	410567	453785
1425	410861	453503
1426	411155	453221
1427	411455	452946
1428	411726	452639
1429	412016	452353
1430	412306	452067
1431	412588	451772
1432	412860	451467
1433	413145	451175
1434	413414	450867
1435	413692	450568
1436	413979	450278
1437	414266	449988
1438	414562	449709
1439	414863	449435
1440	415144	449139
1441	415420	448838
1442	415707	448549
1443	415996	448262
1444	416296	447986
1445	416582	447696
1446	416859	447396
1447	417153	447114
1448	417392	446774
1449	417666	446471
1450	417932	446159
1451	418173	445820
1452	418459	445530
1453	418744	445239
1454	419029	444948
1455	419320	444664
1456	419611	444379
1457	419912	444105
1458	420206	443822
1459	420494	443535
1460	420786	443251
1461	421068	442957
1462	421359	442672
1463	421634	442370
1464	421918	442078
1465	422210	441794
1466	422494	441502
1467	422779	441210
1468	423040	440894
1469	423327	440605
1470	423609	440311
1471	423904	440031
1472	424180	439730
1473	424468	439443
1474	424760	439159
1475	425051	438874
1476	425332	438579
1477	425610	438280
1478	425889	437984
1479	426142	437660
1480	426437	437378
1481	426725	437091
1482	427017	436807
1483	427316	436530
1484	427606	436244
1485	427888	435951
1486	428187	435674
1487	428489	435400
1488	428787	435122
1489	429076	434835
1490	429375	434559
1491	429661	434269
1492	429969	434001
1493	430276	433732
1494	430579	433459
1495	430870	433174
1496	431148	432876
1497	431450	432602
1498	431718	432294
1499	432000	432000
1500	432277	431701
1501	432574	431422
1502	432865	431137
1503	433162	430858
1504	433444	430564
1505	433741	430285
1506	434035	430003
1507	434319	429711
1508	434596	429412
1509	434891	429131
1510	435170	428834
1511	435465	428553
1512	435757	428269
1513	436038	427974
1514	436324	427684
1515	436604	427388
1516	436873	427081
1517	437122	426755
1518	437390	426448
1519	437681	426163
1520	437959	425865
1521	438278	425607
1522	438671	425422
1523	439032	425204
1524	439410	425003
1525	439765	424779
1526	440270	424700
1527	440741	424588
1528	441183	424447
1529	441661	424341
1530	442174	424267
1531	442636	424144
1532	442941	423871
1533	443234	423586
1534	443558	423330
1535	443973	423161
1536	444369	422975
1537	444787	422808
1538	445187	422624
1539	445570	422423
1540	446008	422275
1541	446388	422072
1542	446707	421809
1543	447000	421523
1544	447264	421210
1545	447502	420872
1546	447763	420556
1547	447977	420195
1548	448238	419879
1549	448485	419551
1550	448752	419240
1551	449034	418944
1552	449335	418665
1553	449623	418375
1554	449910	418083
1555	450187	417782
1556	450443	417463
1557	450690	417134
1558	450939	416807
1559	451197	416490
1560	451483	416198
1561	451750	415887
1562	452047	415605
1563	452331	415312
1564	452611	415013
1565	452871	414698
1566	453110	414363
1567	453355	414034
1568	453587	413692
1569	453820	413352
1570	454056	413015
1571	454286	412672
1572	454530	412342
1573	454770	412009
1574	455000	411666
1575	455264	411356
1576	455510	411027
1577	455754	410699
1578	455994	410366
1579	456236	410035
1580	456484	409709
1581	456724	409377
1582	456960	409041
1583	457198	408707
1584	457442	408379
1585	457693	408057
1586	457956	407745
1587	458210	407426
1588	458475	407116
1589	458717	406787
1590	458968	406465
1591	459198	406125
1592	459436	405792
1593	459685	405469
1594	459932	405144
1595	460200	404837
1596	460471	404534
1597	460733	404223
1598	460986	403903
1599	461229	403576
1600	461468	403244
1601	461713	402918
1602	461953	402588
1603	462190	402255
1604	462434	401929
1605	462675	401599
1606	462916	401271
1607	463155	400940
1608	463345	400567
1609	463581	400235
1610	463817	399902
1611	464075	399588
1612	464332	399274
1613	464578	398950
1614	464822	398624
1615	465064	398298
1616	465311	397975
1617	465554	397648
1618	465808	397333
1619	466053	397008
1620	466302	396688
1621	466584	396395
1622	466872	396108
1623	467126	395791
1624	467386	395480
1625	467685	395203
1626	467957	394902
1627	468179	394558
1628	468420	394232
1629	468660	393904
1630	468902	393578
1631	469163	393269
