iter	Passed	Remaining
1632	469434	392968
1633	469681	392647
1634	469928	392325
1635	470186	392013
1636	470437	391696
1637	470684	391374
1638	470922	391046
1639	471139	390701
1640	471380	390375
1641	471633	390059
1642	471898	389754
1643	472154	389441
1644	472406	389125
1645	472616	388774
1646	472839	388434
1647	473066	388098
1648	473297	387764
1649	473532	387435
1650	473757	387098
1651	473982	386760
1652	474227	386439
1653	474473	386119
1654	474708	385790
1655	474926	385447
1656	475168	385124
1657	475416	384806
1658	475656	384481
1659	475897	384158
1660	476132	383830
1661	476348	383486
1662	476591	383164
1663	476780	382799
1664	477015	382472
1665	477274	382163
1666	477543	381862
1667	477809	381560
1668	478049	381236
1669	478278	380904
1670	478515	380578
1671	478768	380266
1672	479030	379960
1673	479263	379631
1674	479505	379310
1675	479741	378983
1676	479978	378659
1677	480209	378329
1678	480456	378012
1679	480706	377698
1680	480964	377389
1681	481225	377083
1682	481485	376777
1683	481734	376462
1684	481958	376127
1685	482202	375808
1686	482440	375485
1687	482696	375176
1688	482968	374879
1689	483242	374584
1690	483503	374279
1691	483781	373987
1692	484048	373686
1693	484302	373375
1694	484519	373037
1695	484798	372745
1696	485057	372439
1697	485313	372130
1698	485577	371828
1699	485842	371526
1700	486110	371227
1701	486390	370937
1702	486662	370641
1703	486914	370329
1704	487180	370028
1705	487460	369738
1706	487732	369442
1707	488003	369145
1708	488258	368836
1709	488589	368584
1710	488849	368279
1711	489146	368002
1712	489390	367685
1713	489690	367410
1714	489994	367138
1715	490292	366861
1716	490581	366579
1717	490859	366287
1718	491205	366046
1719	491540	365797
1720	491810	365499
1721	492159	365260
1722	492471	364995
1723	492779	364725
1724	493083	364453
1725	493390	364182
1726	493679	363899
1727	493940	363595
1728	494232	363313
1729	494531	363037
1730	494838	362767
1731	495109	362470
1732	495428	362208
1733	495744	361945
1734	496048	361671
1735	496346	361395
1736	496651	361122
1737	496958	360852
1738	497264	360580
1739	497559	360301
1740	497845	360015
1741	498129	359728
1742	498419	359445
1743	498719	359169
1744	499005	358883
1745	499304	358607
1746	499602	358329
1747	499898	358050
1748	500201	357777
1749	500496	357497
1750	500797	357222
1751	501094	356944
1752	501397	356670
1753	501694	356392
1754	502004	356122
1755	502301	355844
1756	502587	355558
1757	502896	355288
1758	503193	355010
1759	503492	354733
1760	503781	354449
1761	504073	354167
1762	504370	353889
1763	504650	353598
1764	504942	353316
1765	505244	353041
1766	505540	352762
1767	505828	352477
1768	506118	352194
1769	506395	351901
1770	506700	351629
1771	506987	351343
1772	507274	351057
1773	507573	350780
1774	507857	350493
1775	508155	350215
1776	508448	349933
1777	508729	349644
1778	509029	349367
1779	509315	349081
1780	509610	348801
1781	509897	348515
1782	510181	348228
1783	510452	347931
1784	510742	347648
1785	511027	347361
1786	511330	347086
1787	511621	346804
1788	511915	346523
1789	512212	346244
1790	512501	345960
1791	512804	345684
1792	513107	345410
1793	513416	345139
1794	513716	344862
1795	513996	344572
1796	514276	344281
1797	514561	343995
1798	514849	343709
1799	515143	343429
1800	515428	343142
1801	515713	342855
1802	515993	342564
1803	516289	342285
1804	516570	341995
1805	516848	341703
1806	517141	341422
1807	517430	341137
1808	517719	340853
1809	518006	340567
1810	518254	340256
1811	518545	339973
1812	518837	339691
1813	519125	339406
1814	519398	339111
1815	519673	338818
1816	519950	338525
1817	520242	338243
1818	520478	337924
1819	520763	337637
1820	521051	337352
1821	521332	337063
1822	521603	336767
1823	521889	336481
1824	522182	336199
1825	522459	335907
1826	522757	335628
1827	523056	335351
1828	523345	335066
1829	523635	334783
1830	523920	334496
1831	524219	334218
1832	524499	333928
1833	524781	333639
1834	525060	333349
1835	525354	333067
1836	525656	332791
1837	525952	332511
1838	526228	332219
1839	526514	331933
1840	526792	331641
1841	527078	331355
1842	527366	331070
1843	527646	330780
1844	527925	330489
1845	528210	330202
1846	528492	329914
1847	528754	329613
1848	529041	329327
1849	529328	329042
1850	529612	328754
1851	529904	328472
1852	530195	328188
1853	530494	327910
1854	530788	327629
1855	531036	327320
1856	531309	327025
1857	531585	326733
1858	531856	326438
1859	532149	326156
1860	532442	325874
1861	532752	325603
1862	533030	325311
1863	533323	325030
1864	533620	324750
1865	533904	324462
1866	534191	324177
1867	534467	323884
1868	534774	323611
1869	535052	323320
1870	535321	323024
1871	535582	322722
1872	535881	322444
1873	536176	322163
1874	536453	321872
1875	536730	321580
1876	536994	321281
1877	537266	320986
1878	537550	320699
1879	537824	320406
1880	538101	320114
1881	538390	319830
1882	538655	319531
1883	538936	319242
1884	539232	318962
1885	539533	318685
1886	539814	318396
1887	540106	318113
1888	540399	317831
1889	540692	317549
1890	540992	317271
1891	541258	316973
1892	541538	316684
1893	541816	316393
1894	542092	316101
1895	542373	315812
1896	542604	315494
1897	542897	315212
1898	543189	314929
1899	543482	314647
1900	543759	314356
1901	544034	314064
1902	544315	313775
1903	544605	313491
1904	544887	313203
1905	545168	312914
1906	545452	312626
1907	545733	312338
1908	546003	312043
1909	546283	311753
1910	546567	311466
1911	546849	311178
1912	547125	310886
1913	547412	310600
1914	547693	310311
1915	547975	310023
1916	548262	309738
1917	548549	309452
1918	548815	309155
1919	549060	308846
1920	549337	308555
1921	549632	308274
1922	549913	307985
1923	550179	307688
1924	550454	307396
1925	550739	307110
1926	551025	306824
1927	551289	306525
1928	551571	306238
1929	551842	305943
1930	552092	305637
1931	552349	305336
1932	552615	305039
1933	552886	304745
1934	553188	304467
1935	553464	304176
1936	553749	303890
1937	554032	303602
1938	554259	303284
1939	554552	303003
1940	554779	302685
1941	555068	302400
1942	555337	302105
1943	555609	301812
1944	555893	301526
1945	556168	301234
1946	556469	300956
1947	556761	300673
1948	557040	300384
1949	557301	300085
1950	557593	299803
1951	557800	299474
1952	558081	299186
1953	558364	298899
1954	558557	298564
1955	558802	298256
1956	559013	297930
1957	559291	297641
1958	559498	297313
1959	559746	297008
1960	560010	296711
1961	560262	296407
1962	560537	296116
1963	560793	295815
1964	561041	295510
1965	561298	295209
1966	561498	294879
1967	561719	294560
1968	562000	294272
1969	562261	293974
1970	562551	293691
1971	562811	293392
1972	563067	293091
1973	563308	292783
1974	563580	292491
1975	563854	292199
1976	564105	291896
1977	564375	291603
1978	564626	291300
1979	564907	291012
1980	565197	290730
1981	565466	290436
1982	565693	290121
1983	565974	289833
1984	566201	289518
1985	566479	289229
1986	566725	288924
1987	567001	288634
1988	567277	288344
1989	567560	288058
1990	567847	287774
1991	568099	287472
1992	568393	287191
1993	568670	286901
1994	568912	286594
1995	569189	286305
1996	569450	286008
1997	569687	285699
1998	569963	285409
1999	570257	285128
2000	570476	284810
2001	570754	284522
2002	571020	284227
2003	571311	283945
2004	571573	283648
2005	571802	283335
2006	572039	283027
2007	572328	282743
2008	572615	282460
2009	572898	282173
2010	573152	281873
2011	573437	281588
2012	573640	281263
2013	573924	280977
2014	574214	280695
2015	574481	280401
2016	574725	280096
2017	575000	279807
2018	575221	279491
2019	575502	279204
2020	575781	278916
2021	576090	278643
2022	576375	278358
2023	576725	278104
2024	577155	277889
2025	577456	277612
2026	577899	277402
2027	578178	277115
2028	578634	276911
2029	579058	276693
2030	579551	276506
2031	579959	276279
2032	580409	276072
2033	580828	275850
2034	581172	275592
2035	581405	275282
2036	581721	275011
2037	582127	274782
2038	582616	274592
2039	583163	274429
2040	583705	274264
2041	584185	274069
2042	584664	273873
2043	585053	273635
2044	585408	273381
2045	585714	273104
2046	585995	272815
2047	586266	272522
2048	586524	272222
2049	586801	271932
2050	587065	271636
2051	587348	271348
2052	587636	271062
2053	587895	270763
2054	588104	270442
2055	588381	270151
2056	588658	269861
2057	588894	269552
2058	589136	269246
2059	589394	268946
2060	589666	268654
2061	589932	268359
2062	590221	268074
2063	590505	267787
2064	590743	267479
2065	590993	267176
2066	591231	266869
2067	591469	266561
2068	591713	266256
2069	591951	265949
2070	592185	265639
2071	592428	265334
2072	592686	265036
2073	592915	264724
2074	593150	264416
2075	593417	264122
2076	593709	263839
2077	593977	263545
2078	594281	263267
2079	594590	262992
2080	594834	262687
2081	595120	262401
2082	595422	262123
2083	595705	261835
2084	595974	261542
2085	596235	261246
2086	596498	260950
2087	596764	260655
2088	597021	260357
2089	597270	260055
2090	597528	259757
2091	597779	259456
2092	598024	259153
2093	598277	258853
2094	598531	258554
2095	598776	258251
2096	599018	257946
2097	599258	257641
2098	599499	257336
2099	599748	257035
2100	599982	256727
2101	600223	256422
2102	600447	256110
2103	600697	255810
2104	600965	255517
2105	601205	255212
2106	601458	254913
2107	601704	254611
2108	601961	254313
2109	602230	254021
2110	602496	253727
2111	602740	253425
2112	602985	253122
2113	603220	252816
2114	603468	252515
2115	603729	252219
2116	604001	251928
2117	604263	251633
2118	604540	251345
2119	604839	251065
2120	605121	250778
2121	605495	250530
2122	605799	250252
2123	606123	249982
2124	606460	249719
2125	606775	249445
2126	606997	249134
2127	607296	248854
2128	607579	248568
2129	607833	248270
2130	608073	247966
2131	608327	247668
2132	608572	247366
2133	608823	247067
2134	609075	246768
2135	609331	246471
2136	609626	246189
2137	610163	246005
2138	610758	245845
2139	611333	245676
2140	611910	245507
2141	612485	245337
2142	613053	245164
2143	613614	244987
2144	614511	244945
2145	615668	245004
2146	616270	244843
2147	616609	244577
2148	616854	244273
2149	617155	243991
2150	617401	243688
2151	617650	243386
2152	617916	243091
2153	618138	242778
2154	618375	242471
2155	618633	242173
2156	618966	241904
2157	619250	241616
2158	619500	241315
2159	619755	241016
2160	620014	240718
2161	620268	240418
2162	620537	240124
2163	620803	239829
2164	621127	239557
2165	621641	239357
2166	622142	239153
2167	622609	238934
2168	623125	238735
2169	623643	238536
2170	624217	238358
2171	624721	238153
2172	625260	237961
2173	625790	237765
2174	626302	237562
2175	626829	237365
2176	627330	237157
2177	627892	236973
2178	628420	236775
2179	628980	236589
2180	629450	236368
2181	629976	236168
2182	630534	235981
2183	631050	235776
2184	631574	235575
2185	632084	235368
2186	632657	235185
2187	633226	234999
2188	633744	234795
2189	634284	234598
2190	634846	234409
2191	635406	234219
2192	635964	234027
2193	636534	233840
2194	637123	233660
2195	637608	233441
2196	638160	233246
2197	638690	233043
2198	639222	232841
2199	639743	232633
2200	640260	232425
2201	640805	232226
2202	641304	232010
2203	641807	231796
2204	642287	231573
2205	642796	231360
2206	643503	231217
2207	644380	231136
2208	645223	231042
2209	645994	230921
2210	646930	230858
2211	647938	230820
2212	648902	230766
2213	649847	230704
2214	650791	230641
2215	651780	230593
2216	652580	230478
2217	653105	230265
2218	653676	230068
2219	654221	229861
2220	654824	229675
2221	655508	229516
2222	656146	229341
2223	656766	229159
2224	657506	229019
2225	658162	228848
2226	658398	228532
2227	658631	228215
2228	658873	227901
2229	659060	227568
2230	659313	227257
2231	659561	226945
2232	659806	226632
2233	660069	226326
2234	660314	226013
2235	660564	225702
2236	660801	225387
2237	661039	225072
2238	661278	224758
2239	661522	224445
2240	661764	224131
2241	662015	223821
2242	662254	223507
2243	662442	223175
2244	662664	222855
2245	662900	222540
2246	663152	222231
2247	663409	221923
2248	663625	221602
2249	663868	221289
2250	664125	220981
2251	664374	220671
2252	664607	220355
2253	664860	220047
2254	665247	219782
2255	665800	219572
2256	666361	219364
2257	666855	219134
2258	667426	218930
2259	667959	218712
2260	668450	218480
2261	668960	218254
2262	669491	218035
2263	669963	217797
2264	670528	217588
2265	671102	217382
2266	671691	217181
2267	672277	216978
2268	672840	216768
2269	673377	216548
2270	673936	216336
2271	674445	216107
2272	674966	215882
2273	675464	215649
2274	676016	215433
2275	676544	215210
2276	677101	214995
2277	677704	214794
2278	678302	214592
2279	678858	214376
2280	679388	214151
2281	679917	213926
2282	680456	213704
2283	681034	213494
2284	681590	213276
2285	682133	213054
2286	682677	212832
2287	683232	212614
2288	683766	212388
2289	684302	212163
2290	684841	211939
2291	685545	211765
2292	686062	211533
2293	686574	211299
2294	687106	211071
2295	687671	210854
2296	688215	210629
2297	688789	210413
2298	689338	210189
2299	689863	209958
2300	690425	209738
2301	690945	209504
2302	691458	209268
2303	691889	209008
2304	692446	208785
2305	693019	208567
2306	693594	208349
2307	694096	208108
2308	694652	207884
2309	695173	207649
2310	695653	207401
2311	696216	207178
2312	696769	206952
2313	697347	206733
2314	697911	206509
2315	698387	206259
2316	698864	206009
2317	699626	205843
2318	700429	205688
2319	701340	205565
2320	702027	205375
2321	702923	205246
2322	703874	205132
2323	704802	205011
2324	705656	204868
2325	706576	204743
2326	707263	204550
2327	707721	204290
2328	708252	204052
2329	708807	203820
2330	709322	203576
2331	709868	203341
2332	710413	203105
2333	710923	202859
2334	711405	202605
2335	711871	202347
2336	712429	202114
2337	712981	201879
2338	713528	201642
2339	714094	201411
2340	714597	201161
2341	715078	200906
2342	715583	200656
2343	716130	200418
2344	716666	200177
2345	717167	199926
2346	717742	199695
2347	718340	199470
2348	718852	199222
2349	719408	198985
2350	719990	198755
2351	720508	198507
2352	721034	198261
2353	721484	197994
2354	721984	197740
2355	722491	197489
2356	723007	197239
2357	723506	196985
2358	724005	196730
2359	724514	196478
2360	725060	196236
2361	725582	195987
2362	726057	195725
2363	726605	195482
2364	727414	195310
2365	728306	195158
2366	729131	194989
2367	729811	194780
2368	730366	194538
2369	730893	194288
2370	731395	194031
2371	731908	193776
2372	732457	193531
2373	732954	193272
2374	733553	193040
2375	734052	192781
2376	734540	192519
2377	735048	192262
2378	735561	192006
2379	736045	191742
2380	736510	191474
2381	737030	191219
2382	737554	190965
2383	738296	190767
2384	738879	190528
2385	739476	190292
2386	740062	190053
2387	740586	189798
2388	741120	189545
2389	741725	189310
2390	742246	189053
2391	742799	188805
2392	743284	188539
2393	743839	188290
2394	744411	188045
2395	744971	187797
2396	745528	187548
2397	746064	187294
2398	746597	187038
2399	747141	186785
2400	747705	186537
2401	748270	186288
2402	748825	186037
2403	749423	185797
2404	749955	185539
2405	750502	185286
2406	751039	185029
2407	751600	184778
2408	752141	184522
2409	752670	184263
2410	753205	184005
2411	753665	183729
2412	754211	183473
2413	754766	183220
2414	755276	182955
2415	755804	182694
2416	756343	182436
2417	756911	182184
2418	757453	181926
2419	758010	181671
2420	758586	181421
2421	759149	181167
2422	759690	180908
2423	760177	180636
2424	760713	180375
2425	761260	180116
2426	761749	179844
2427	762298	179585
2428	762852	179328
2429	763348	179057
2430	763856	178788
2431	764355	178517
2432	764908	178258
2433	765484	178005
2434	765994	177735
2435	766790	177532
2436	767521	177314
2437	768054	177049
2438	768576	176782
2439	769141	176524
2440	769715	176268
2441	770374	176031
2442	771299	175855
2443	772208	175674
2444	773046	175476
2445	773452	175180
2446	773829	174878
2447	775000	174755
2448	775716	174528
2449	776413	174296
2450	776796	173994
2451	777218	173701
2452	777651	173410
2453	778107	173124
2454	778495	172822
2455	778899	172524
2456	779460	172261
2457	779889	171969
2458	780288	171669
2459	780710	171375
2460	781132	171081
2461	781529	170781
2462	782543	170615
2463	782975	170322
2464	784090	170177
2465	785206	170032
2466	786607	169948
2467	788180	169899
2468	789347	169762
2469	790539	169629
2470	791280	169400
2471	791739	169109
2472	792217	168822
2473	792654	168527
2474	793092	168231
2475	793572	167945
2476	794069	167661
2477	794468	167357
2478	794860	167052
2479	795337	166764
2480	795744	166461
2481	796137	166155
2482	796517	165847
2483	796948	165549
2484	797445	165265
2485	797806	164952
2486	798209	164648
2487	798599	164342
2488	798992	164035
2489	799385	163729
2490	799820	163431
2491	800274	163137
2492	800867	162872
2493	801312	162575
2494	801742	162276
2495	802163	161975
2496	802604	161678
2497	802969	161365
2498	803369	161059
2499	803747	160749
2500	804160	160446
2501	804572	160142
2502	804999	159842
2503	805404	159536
2504	805785	159227
2505	806206	158925
2506	806630	158623
2507	807078	158326
2508	807491	158022
2509	807860	157709
2510	808269	157405
2511	808643	157093
2512	809068	156791
2513	809448	156480
2514	809874	156178
2515	810395	155894
2516	810902	155608
2517	811470	155333
2518	811914	155034
2519	812309	154725
2520	812704	154417
2521	813092	154107
2522	813514	153803
2523	813968	153505
2524	814348	153194
2525	814729	152882
2526	815161	152580
2527	815581	152276
2528	815967	151965
2529	816314	151647
2530	816714	151338
2531	817132	151034
2532	817565	150731
2533	817967	150423
2534	818401	150120
2535	818800	149812
2536	819215	149506
2537	819623	149198
2538	820047	148894
2539	820440	148583
2540	820895	148284
2541	821226	147962
2542	821627	147653
2543	822056	147349
2544	822479	147044
2545	822845	146728
2546	823198	146411
2547	823597	146101
2548	824058	145802
2549	824419	145485
2550	824795	145171
2551	825215	144865
2552	825580	144549
2553	825976	144238
2554	826382	143929
2555	826801	143622
2556	827194	143311
2557	827573	142997
2558	828005	142692
2559	828404	142382
2560	828833	142076
2561	829243	141767
2562	829624	141453
2563	830029	141143
2564	830426	140832
2565	830842	140524
2566	831281	140220
2567	831682	139909
2568	832083	139598
2569	832494	139288
2570	832887	138976
2571	833314	138669
2572	833668	138350
2573	834050	138036
2574	834445	137723
2575	834859	137414
2576	835290	137108
2577	835732	136803
2578	836124	136490
2579	836515	136176
2580	836925	135866
2581	837374	135562
2582	837763	135248
2583	838151	134934
2584	838568	134625
2585	838962	134311
2586	839397	134005
2587	839820	133696
2588	840301	133396
2589	840707	133084
2590	841174	132782
2591	841578	132470
2592	842001	132161
2593	842435	131853
2594	842820	131538
2595	843251	131230
2596	843652	130917
2597	844063	130605
2598	844440	130288
2599	844828	129973
2600	845237	129661
2601	845644	129349
2602	846021	129032
2603	846489	128728
2604	846958	128425
2605	847367	128113
2606	847782	127801
2607	848180	127487
2608	848585	127174
2609	848962	126856
2610	849383	126545
2611	849809	126235
2612	850348	125941
2613	850741	125626
2614	851143	125311
2615	851556	124999
2616	851966	124685
2617	852347	124368
2618	852753	124054
2619	853148	123739
2620	853573	123427
2621	853970	123112
2622	854540	122821
2623	855095	122528
2624	855536	122219
2625	856034	121918
2626	856578	121623
2627	857052	121318
2628	857522	121012
2629	857964	120702
2630	858424	120394
2631	858891	120088
2632	859361	119781
2633	859795	119470
2634	860270	119164
2635	860754	118859
2636	861215	118551
2637	861639	118238
2638	862077	117927
2639	862469	117609
2640	862919	117299
2641	863321	116983
2642	863773	116673
2643	864209	116361
2644	864620	116045
2645	865039	115730
2646	865462	115416
2647	865875	115101
2648	866329	114791
2649	866763	114478
2650	867172	114161
2651	867607	113848
2652	868013	113532
2653	868484	113223
2654	868904	112908
2655	869343	112595
2656	869760	112279
2657	870193	111966
2658	870621	111651
2659	871013	111332
2660	871420	111015
2661	871817	110696
2662	872226	110379
2663	872642	110063
2664	873067	109747
2665	873414	109422
2666	873832	109106
2667	874292	108795
2668	874826	108492
2669	875384	108193
2670	875908	107889
2671	876493	107593
2672	877073	107296
2673	877655	106999
2674	878255	106703
2675	878819	106404
2676	879393	106105
2677	880008	105811
2678	880541	105507
2679	881078	105203
2680	881619	104899
2681	882269	104609
2682	882822	104306
2683	883413	104008
2684	883932	103701
2685	884413	103390
2686	884962	103086
2687	885543	102786
2688	886117	102485
2689	886729	102188
2690	887309	101887
2691	887842	101580
2692	888376	101274
2693	888940	100970
2694	889518	100669
2695	890135	100371
2696	890707	100068
2697	891204	99756
2698	891763	99451
2699	892340	99148
2700	892955	98849
2701	893549	98548
2702	894164	98248
2703	894746	97945
2704	895344	97643
2705	896001	97348
2706	896576	97043
2707	897245	96748
2708	897883	96450
2709	898493	96148
2710	899055	95841
2711	899541	95526
2712	900062	95214
2713	900679	94913
2714	901283	94609
2715	901857	94303
2716	902461	93999
2717	903040	93692
2718	903598	93384
2719	904192	93078
2720	904747	92769
2721	905314	92460
2722	905867	92150
2723	906384	91836
2724	906999	91532
2725	907669	91233
2726	908183	90918
2727	908834	90616
2728	909453	90312
2729	910069	90006
2730	910746	89707
2731	911303	89395
2732	911875	89085
2733	912545	88784
2734	913149	88477
2735	913760	88169
2736	914462	87871
2737	915134	87569
2738	915728	87260
2739	916376	86955
2740	916998	86648
2741	917521	86331
2742	918066	86016
2743	918704	85710
2744	919268	85396
2745	919815	85081
2746	920365	84766
2747	920991	84457
2748	921654	84152
2749	922179	83834
2750	922720	83517
2751	923285	83203
2752	923853	82888
2753	924425	82573
2754	924957	82255
2755	925552	81942
2756	926118	81627
2757	926710	81313
2758	927311	81001
2759	927974	80693
2760	928536	80376
2761	929076	80057
2762	929651	79742
2763	930257	79428
2764	930918	79119
2765	931534	78806
2766	932312	78507
2767	932856	78187
2768	933458	77872
2769	934114	77561
2770	934732	77247
2771	935284	76928
2772	935892	76612
2773	936470	76295
