iter	Quantile:alpha=0.95
1659	7026.051979
1660	7025.5796
1661	7025.181453
1662	7024.353554
1663	7024.134545
1664	7023.668486
1665	7023.222054
1666	7022.650961
1667	7022.217401
1668	7021.744179
1669	7021.214685
1670	7020.728503
1671	7020.278826
1672	7019.859638
1673	7019.474328
1674	7018.992062
1675	7018.603123
1676	7018.208212
1677	7017.356795
1678	7016.669683
1679	7015.75572
1680	7015.39805
1681	7014.980905
1682	7014.526681
1683	7014.019095
1684	7013.247502
1685	7012.578872
1686	7012.011812
1687	7011.380235
1688	7010.887829
1689	7010.380221
1690	7009.798691
1691	7009.288975
1692	7008.663261
1693	7008.133092
1694	7007.77352
1695	7007.412136
1696	7006.78018
1697	7006.246977
1698	7005.548567
1699	7005.245871
1700	7004.798298
1701	7004.327898
1702	7003.898997
1703	7003.100785
1704	7002.437339
1705	7001.919742
1706	7001.328881
1707	7000.682728
1708	6999.795156
1709	6999.277575
1710	6998.60289
1711	6997.925054
1712	6997.761371
1713	6997.220278
1714	6996.662281
1715	6996.227578
1716	6995.184947
1717	6994.020819
1718	6993.212286
1719	6992.339916
1720	6991.880836
1721	6991.364737
1722	6990.900572
1723	6989.965445
1724	6989.409208
1725	6989.054994
1726	6988.749152
1727	6988.308086
1728	6987.718897
1729	6987.220378
1730	6986.381034
1731	6985.788785
1732	6984.640746
1733	6984.056939
1734	6983.685115
1735	6983.143071
1736	6982.152696
1737	6981.582301
1738	6981.127683
1739	6980.668798
1740	6980.275788
1741	6979.727459
1742	6979.153141
1743	6978.133435
1744	6977.558446
1745	6976.887707
1746	6976.471104
1747	6975.824018
1748	6975.282622
1749	6974.742499
1750	6974.139777
1751	6973.766396
1752	6973.204043
1753	6972.452524
1754	6971.89287
1755	6970.938425
1756	6970.318813
1757	6969.912613
1758	6969.281647
1759	6968.934907
1760	6968.425779
1761	6967.958989
1762	6967.157429
1763	6966.664822
1764	6965.974298
1765	6965.726583
1766	6965.341493
1767	6964.774258
1768	6964.016432
1769	6963.67784
1770	6963.036641
1771	6962.463795
1772	6961.913725
1773	6961.168913
1774	6960.56765
1775	6959.889373
1776	6959.54234
1777	6958.868304
1778	6958.285908
1779	6957.848657
1780	6957.441782
1781	6956.824498
1782	6956.409579
1783	6955.622157
1784	6955.216947
1785	6954.651921
1786	6954.270394
1787	6953.806201
1788	6953.303644
1789	6952.877106
1790	6952.5596
1791	6951.977473
1792	6951.488657
1793	6950.97134
1794	6950.17222
1795	6949.621864
1796	6948.970593
1797	6948.631684
1798	6947.981605
1799	6947.325614
1800	6946.809874
1801	6946.349358
1802	6945.835726
1803	6945.315081
1804	6944.797662
1805	6944.281334
1806	6943.043055
1807	6942.680625
1808	6941.902934
1809	6941.363074
1810	6941.202064
1811	6940.803511
1812	6940.284268
1813	6939.781868
1814	6939.197036
1815	6938.453379
1816	6937.269404
1817	6936.709785
1818	6936.543411
1819	6935.992334
1820	6935.30741
1821	6934.518047
1822	6933.811356
1823	6933.402099
1824	6932.716302
1825	6931.749011
1826	6931.396608
1827	6930.756805
1828	6930.194216
1829	6929.506703
1830	6929.165643
1831	6928.704297
1832	6928.285093
1833	6927.776846
1834	6927.288788
1835	6926.522926
1836	6926.058344
1837	6925.490914
1838	6924.933083
1839	6924.226029
1840	6923.514354
1841	6922.992734
1842	6922.392411
1843	6921.929058
1844	6921.27894
1845	6920.960287
1846	6920.349627
1847	6919.654451
1848	6919.132068
1849	6918.369818
1850	6918.046429
1851	6917.624961
1852	6917.195171
1853	6916.291454
1854	6915.661712
1855	6915.432572
1856	6914.418285
1857	6913.885006
1858	6913.515718
1859	6913.060798
1860	6912.492587
1861	6912.078477
1862	6911.329187
1863	6910.903711
1864	6910.494703
1865	6910.072624
1866	6909.762106
1867	6909.356951
1868	6908.727196
1869	6908.239456
1870	6907.673647
1871	6907.051524
1872	6906.753722
1873	6906.256897
1874	6905.665498
1875	6905.259929
1876	6904.475997
1877	6904.115192
1878	6903.447716
1879	6903.118466
1880	6902.605825
1881	6902.191957
1882	6901.807953
1883	6901.421014
1884	6901.030954
1885	6900.611167
1886	6899.959686
1887	6899.470759
1888	6898.995113
1889	6898.592512
1890	6898.169573
1891	6897.367581
1892	6896.871415
1893	6896.263079
1894	6895.908477
1895	6895.498333
1896	6895.37182
1897	6895.081701
1898	6894.630993
1899	6894.12697
1900	6893.738821
1901	6893.381523
1902	6892.871045
1903	6892.481096
1904	6892.140898
1905	6891.768217
1906	6891.359385
1907	6890.990677
1908	6890.704685
1909	6890.038173
1910	6889.548345
1911	6888.86359
1912	6888.145853
1913	6887.705172
1914	6887.124293
1915	6886.769252
1916	6886.174696
1917	6885.777858
1918	6885.306345
1919	6884.84367
1920	6884.172754
1921	6883.694394
1922	6882.935602
1923	6882.252569
1924	6881.559862
1925	6881.141425
1926	6880.59904
1927	6880.171252
1928	6879.721154
1929	6879.052919
1930	6878.834884
1931	6878.52027
1932	6878.350191
1933	6877.951122
1934	6877.041535
1935	6876.660762
1936	6876.162652
1937	6875.755384
1938	6875.570592
1939	6874.993916
1940	6874.818923
1941	6874.428014
1942	6873.970728
1943	6873.577955
1944	6873.219247
1945	6872.782368
1946	6872.147336
1947	6871.754985
1948	6871.462776
1949	6871.073015
1950	6870.48719
1951	6870.357202
1952	6870.102889
1953	6869.602312
1954	6869.483454
1955	6869.274773
1956	6869.027121
1957	6868.798459
1958	6868.664431
1959	6868.400588
1960	6868.075762
1961	6867.843485
1962	6867.063134
1963	6866.781492
1964	6866.374784
1965	6866.094384
1966	6865.977519
1967	6865.787301
1968	6865.361223
1969	6865.133773
1970	6864.669265
1971	6864.293811
1972	6863.946549
1973	6863.691097
1974	6863.263337
1975	6862.375422
1976	6862.130035
1977	6861.67367
1978	6861.212128
1979	6860.881677
1980	6860.108845
1981	6859.746144
1982	6859.535906
1983	6859.071629
1984	6858.879052
1985	6858.537052
1986	6858.396766
1987	6857.78539
1988	6857.253159
1989	6856.631666
1990	6855.998838
1991	6855.77219
1992	6855.302751
1993	6854.876329
1994	6854.38872
1995	6853.966341
1996	6853.574965
1997	6853.390928
1998	6852.916008
1999	6852.412318
2000	6852.248947
2001	6851.855506
2002	6851.624771
2003	6851.126331
2004	6850.914373
2005	6850.762645
2006	6850.568248
2007	6850.146217
2008	6849.636882
2009	6849.356752
2010	6848.992468
2011	6848.556714
2012	6848.404727
2013	6847.904821
2014	6847.534108
2015	6847.335117
2016	6847.144664
2017	6846.59962
2018	6846.45574
2019	6845.972416
2020	6845.164684
2021	6844.56603
2022	6844.092003
2023	6843.705986
2024	6843.393612
2025	6842.984546
2026	6842.684535
2027	6842.46531
2028	6842.108497
2029	6841.794951
2030	6841.338086
2031	6841.129128
2032	6840.170103
2033	6839.765708
2034	6839.594083
2035	6839.409597
2036	6838.809091
2037	6838.506622
2038	6838.271598
2039	6837.557237
2040	6836.903135
2041	6836.588364
2042	6836.212207
2043	6835.814384
2044	6835.297352
2045	6834.83863
2046	6834.585878
2047	6834.022415
2048	6833.80455
2049	6833.393893
2050	6832.970756
2051	6832.665564
2052	6832.30542
2053	6831.899862
2054	6831.67345
2055	6831.258934
2056	6830.81596
2057	6830.432058
2058	6830.102904
2059	6829.652079
2060	6829.159225
2061	6828.561711
2062	6828.080803
2063	6827.775202
2064	6827.307554
2065	6826.882935
2066	6826.475662
2067	6826.101412
2068	6825.740667
2069	6825.486057
2070	6825.073533
2071	6824.640728
2072	6824.119585
2073	6823.929894
2074	6823.571396
2075	6823.060703
2076	6822.690967
2077	6821.783587
2078	6821.417121
2079	6821.028865
2080	6820.76881
2081	6820.116013
2082	6819.458959
2083	6818.92776
2084	6818.544999
2085	6817.955574
2086	6817.391283
2087	6817.004069
2088	6816.69182
2089	6816.235551
2090	6815.803962
2091	6815.34566
2092	6814.841567
2093	6814.467207
2094	6814.012658
2095	6813.596925
2096	6813.068729
2097	6812.502386
2098	6812.06796
2099	6811.602597
2100	6811.032608
2101	6810.767346
2102	6810.069504
2103	6809.772944
2104	6809.198564
2105	6808.661268
2106	6808.200074
2107	6807.789209
2108	6807.12185
2109	6806.575718
2110	6806.086627
2111	6805.616128
2112	6804.802187
2113	6804.499428
2114	6804.068215
2115	6803.710175
2116	6803.356127
2117	6802.956583
2118	6802.495335
2119	6802.022668
2120	6801.741531
2121	6801.057197
2122	6800.708649
2123	6800.268343
2124	6799.990085
2125	6799.716358
2126	6799.178468
2127	6798.771121
2128	6798.17787
2129	6797.803407
2130	6797.393084
2131	6796.811398
2132	6796.40963
2133	6796.117509
2134	6795.639653
2135	6795.357536
2136	6795.049339
2137	6794.769846
2138	6794.423848
2139	6794.011826
2140	6793.593902
2141	6793.301761
2142	6792.733414
2143	6792.185756
2144	6791.597424
2145	6791.233541
2146	6790.845209
2147	6790.421627
2148	6789.976647
2149	6789.341568
2150	6789.020463
2151	6788.601476
2152	6788.114768
2153	6787.684523
2154	6787.490711
2155	6786.942259
2156	6786.394511
2157	6785.974454
2158	6785.437618
2159	6784.916634
2160	6784.479642
2161	6784.121223
2162	6783.890155
2163	6783.295998
2164	6782.870459
2165	6782.537014
2166	6782.245509
2167	6781.956063
2168	6781.354871
2169	6780.742298
2170	6780.199216
2171	6779.817413
2172	6779.134881
2173	6778.358485
2174	6777.967067
2175	6777.423034
2176	6777.091529
2177	6776.643971
2178	6776.321986
2179	6775.963464
2180	6775.773734
2181	6775.376785
2182	6775.074474
2183	6774.883665
2184	6774.517603
2185	6774.27428
2186	6773.831058
2187	6773.443817
2188	6772.513539
2189	6771.806828
2190	6771.48529
2191	6770.906315
2192	6770.648924
2193	6770.026305
2194	6769.650551
2195	6769.258596
2196	6768.667982
2197	6768.215179
2198	6767.874036
2199	6767.449389
2200	6766.743717
2201	6766.562559
2202	6766.16617
2203	6765.831365
2204	6765.501719
2205	6765.11935
2206	6764.510501
2207	6763.933649
2208	6763.631512
2209	6763.519411
2210	6763.010257
2211	6762.623456
2212	6762.189217
2213	6761.524588
2214	6761.189775
2215	6760.519562
2216	6759.83337
2217	6759.584355
2218	6759.187276
2219	6758.885442
2220	6758.539664
2221	6758.144275
2222	6757.77905
2223	6757.460715
2224	6756.995312
2225	6756.500104
2226	6756.18109
2227	6755.780765
2228	6755.217861
2229	6755.005696
2230	6754.144963
2231	6753.283809
2232	6752.862545
2233	6752.398196
2234	6751.972602
2235	6751.661075
2236	6750.936513
2237	6750.617858
2238	6749.679861
2239	6749.425906
2240	6749.090093
2241	6748.715325
2242	6748.3443
2243	6748.193986
2244	6747.828412
2245	6747.556407
2246	6747.05745
2247	6746.726822
2248	6746.313849
2249	6745.782523
2250	6745.284536
2251	6744.905567
2252	6744.230373
2253	6743.982091
2254	6743.692637
2255	6743.28402
2256	6742.90962
2257	6742.379031
2258	6741.96488
2259	6741.538043
2260	6741.305279
2261	6740.96728
2262	6740.504655
2263	6740.343278
2264	6739.869366
2265	6739.524702
2266	6739.112055
2267	6738.795406
2268	6738.414721
2269	6738.081482
2270	6737.725436
2271	6737.549892
2272	6737.261237
2273	6737.136232
2274	6736.692609
2275	6736.169069
2276	6735.66162
2277	6735.497697
2278	6735.213824
2279	6734.935085
2280	6734.429545
2281	6733.998646
2282	6733.589459
2283	6733.020889
2284	6732.704394
2285	6732.340421
2286	6732.000997
2287	6731.611313
2288	6731.143929
2289	6730.945673
2290	6730.642947
2291	6730.261947
2292	6729.756116
2293	6729.225871
2294	6728.926692
2295	6728.633976
2296	6728.378672
2297	6727.995542
2298	6727.310367
2299	6726.848328
2300	6726.496304
2301	6726.225201
2302	6725.943005
2303	6725.834035
2304	6725.383749
2305	6725.168426
2306	6724.755217
2307	6724.370518
2308	6724.007299
2309	6723.629105
2310	6722.992482
2311	6722.694471
2312	6722.356752
2313	6722.086992
2314	6721.829263
2315	6721.643064
2316	6721.406386
2317	6721.252884
2318	6720.950736
2319	6720.429054
2320	6720.199065
2321	6719.847928
2322	6719.316679
2323	6718.794913
2324	6718.335511
2325	6717.918304
2326	6717.694065
2327	6717.444876
2328	6717.07828
2329	6716.794083
2330	6716.627555
2331	6716.382889
2332	6715.965606
2333	6715.637793
2334	6715.366805
2335	6714.96676
2336	6714.737533
2337	6714.358501
2338	6714.060505
2339	6713.732739
2340	6713.385531
2341	6713.052647
2342	6712.82644
2343	6712.562101
2344	6711.883523
2345	6711.776335
2346	6711.391203
2347	6711.040049
2348	6710.88026
2349	6710.533602
2350	6710.026473
2351	6709.332338
2352	6709.020251
2353	6708.79851
2354	6708.493029
2355	6708.329588
2356	6707.979547
2357	6707.638616
2358	6707.248522
2359	6706.796147
2360	6706.399285
2361	6706.040132
2362	6705.491881
2363	6705.200427
2364	6704.76563
2365	6704.325428
2366	6703.960112
2367	6703.696372
2368	6703.489573
2369	6703.198029
2370	6702.976216
2371	6702.667017
2372	6702.441587
2373	6702.157863
2374	6701.80728
2375	6701.38643
2376	6700.944257
2377	6700.609469
2378	6700.256298
2379	6700.106128
2380	6699.92523
2381	6699.713753
2382	6699.49662
2383	6699.132078
2384	6698.720284
2385	6698.465677
2386	6698.194026
2387	6697.822783
2388	6697.361834
2389	6697.027421
2390	6696.790121
2391	6696.282359
2392	6696.050529
2393	6695.738665
2394	6695.429823
2395	6695.051603
2396	6694.689157
2397	6694.228546
2398	6693.971306
2399	6693.388548
2400	6693.07143
2401	6692.334761
2402	6691.741613
2403	6691.438069
2404	6691.246344
2405	6690.686464
2406	6690.410612
2407	6689.977255
2408	6689.598581
2409	6688.996935
2410	6688.694084
2411	6688.208002
2412	6687.767161
2413	6687.432826
2414	6687.214871
2415	6686.891012
2416	6686.501635
2417	6686.124139
2418	6685.621633
2419	6685.110816
2420	6684.606326
2421	6683.98754
2422	6683.61078
2423	6683.361548
2424	6682.852601
2425	6682.56404
2426	6682.285789
2427	6681.850327
2428	6681.608586
2429	6680.921867
2430	6680.679255
2431	6679.929692
2432	6679.197104
2433	6678.654202
2434	6678.414741
2435	6678.027226
2436	6677.571415
2437	6677.312443
2438	6677.096576
2439	6676.804513
2440	6676.094054
2441	6675.621257
2442	6675.243414
2443	6674.893277
2444	6674.255741
2445	6673.987629
2446	6673.527449
2447	6673.169559
2448	6672.949693
2449	6672.640387
2450	6672.310601
2451	6671.898025
2452	6671.38782
2453	6670.918917
2454	6670.64721
2455	6669.891807
2456	6669.600602
2457	6669.180585
2458	6668.835426
2459	6668.47283
2460	6668.152602
2461	6667.832697
2462	6667.502207
2463	6667.13221
2464	6666.752213
2465	6666.35259
2466	6666.241672
2467	6665.615629
2468	6664.932001
2469	6664.642082
2470	6664.410356
2471	6664.102461
2472	6663.853762
2473	6663.504944
2474	6663.334475
2475	6663.035751
2476	6662.794238
2477	6662.713299
2478	6662.325603
2479	6662.053377
2480	6661.727322
2481	6661.375296
2482	6661.056258
2483	6660.779093
2484	6660.581192
2485	6660.278594
2486	6660.069226
2487	6659.753884
2488	6659.514074
2489	6659.088065
2490	6658.806994
2491	6658.351433
2492	6658.236772
2493	6657.871938
2494	6657.512217
2495	6657.150833
2496	6656.919539
2497	6656.746289
2498	6656.253732
2499	6655.977982
2500	6655.608434
2501	6655.260195
2502	6655.011386
2503	6654.736969
2504	6654.534456
2505	6653.989894
2506	6653.685669
2507	6653.322897
2508	6652.857383
2509	6652.418771
2510	6652.128165
2511	6651.87759
2512	6651.529586
2513	6651.280544
2514	6650.966931
2515	6650.510039
2516	6650.026912
2517	6649.792341
2518	6649.482548
2519	6649.186894
2520	6648.930642
2521	6648.639571
2522	6648.246352
2523	6647.820499
2524	6647.515913
2525	6647.286148
2526	6646.972088
2527	6646.608638
2528	6646.191625
2529	6646.06092
2530	6645.830854
2531	6645.555541
2532	6645.334503
2533	6644.910341
2534	6644.500406
2535	6644.050275
2536	6643.841488
2537	6643.470081
2538	6642.860658
2539	6642.525394
2540	6642.309518
2541	6642.19154
2542	6641.877845
2543	6641.621173
2544	6641.252558
2545	6640.896418
2546	6640.753859
2547	6640.466735
2548	6640.153049
2549	6639.961535
2550	6639.51065
2551	6639.274327
2552	6638.966635
2553	6638.681388
2554	6638.180027
2555	6637.71192
2556	6637.483879
2557	6637.309984
2558	6636.995564
2559	6636.700703
2560	6636.38019
2561	6636.126789
2562	6635.714616
2563	6635.535638
2564	6635.159819
2565	6634.882043
2566	6634.251554
2567	6633.789678
2568	6633.468645
2569	6632.991316
2570	6632.642928
2571	6632.375505
2572	6632.295118
2573	6632.043163
2574	6631.698596
2575	6631.351278
2576	6631.089466
2577	6630.673522
2578	6630.384515
2579	6629.932086
2580	6629.56218
2581	6629.317709
2582	6629.045975
2583	6628.826758
2584	6628.609661
2585	6628.322875
2586	6627.892558
2587	6627.563804
2588	6627.194314
2589	6626.728154
2590	6626.328031
2591	6626.11967
2592	6625.792872
2593	6625.429928
2594	6625.045686
2595	6624.629151
2596	6624.421932
2597	6624.054638
2598	6623.792665
2599	6623.564738
2600	6623.372363
2601	6623.008876
2602	6622.797807
2603	6622.370945
2604	6621.834922
2605	6621.55413
2606	6621.35767
2607	6621.042304
2608	6620.52414
2609	6620.28194
2610	6620.037335
2611	6619.780002
2612	6619.309757
2613	6619.021313
2614	6618.746828
2615	6618.268361
2616	6617.901252
2617	6617.730705
2618	6617.332623
2619	6617.088315
2620	6616.828233
2621	6616.59737
2622	6616.341049
2623	6616.09527
2624	6615.812052
2625	6615.35233
2626	6614.840623
2627	6614.569138
2628	6614.178848
2629	6613.940551
2630	6613.613669
2631	6613.336297
2632	6613.009576
2633	6612.783791
2634	6612.436252
2635	6612.009832
2636	6611.801654
2637	6611.529117
2638	6611.293157
2639	6611.149895
2640	6610.841263
2641	6610.651206
2642	6610.322595
2643	6610.0423
2644	6609.638109
2645	6609.027234
2646	6608.854794
2647	6608.344988
2648	6607.978413
2649	6607.660851
2650	6607.446074
2651	6607.230142
2652	6606.977751
2653	6606.703682
2654	6606.358248
2655	6606.037394
2656	6605.796729
2657	6605.448671
2658	6604.935049
2659	6604.72106
2660	6604.474232
2661	6603.966375
2662	6603.559015
2663	6603.036529
2664	6602.621191
2665	6602.533332
2666	6602.2493
2667	6602.145424
2668	6601.814402
2669	6601.635913
2670	6601.313806
2671	6600.849269
2672	6600.694852
2673	6600.402248
2674	6600.108837
2675	6599.734322
2676	6599.42486
2677	6599.207289
2678	6599.115864
2679	6598.637665
2680	6598.280219
2681	6598.071027
2682	6597.549403
2683	6597.208342
2684	6596.981768
2685	6596.725512
2686	6596.532531
2687	6596.333917
2688	6596.027136
2689	6595.877965
2690	6595.598345
2691	6595.419047
2692	6595.010348
2693	6594.823021
2694	6594.58079
2695	6594.108633
2696	6593.758069
2697	6593.404258
2698	6593.045601
2699	6592.71285
2700	6592.326519
2701	6592.099374
2702	6591.803138
2703	6591.436693
2704	6591.010847
2705	6590.545334
2706	6590.384031
2707	6590.132063
2708	6589.500409
2709	6589.205401
2710	6588.859639
2711	6588.712851
2712	6588.263617
2713	6587.906208
2714	6587.728515
2715	6587.355
2716	6587.140278
2717	6586.807038
2718	6586.317168
2719	6586.007982
2720	6585.687052
2721	6585.315738
2722	6584.99161
2723	6584.827475
2724	6584.537368
2725	6583.98982
2726	6583.541941
2727	6583.11864
2728	6582.793374
2729	6582.306497
2730	6582.048901
2731	6581.4637
2732	6581.2115
2733	6580.75539
2734	6580.380476
2735	6580.12225
2736	6579.762013
2737	6579.427942
2738	6578.895687
2739	6578.403572
2740	6578.228855
2741	6578.085346
2742	6577.774698
2743	6577.438639
2744	6577.177783
2745	6576.944664
2746	6576.804017
2747	6576.474395
2748	6576.225149
2749	6575.97064
2750	6575.70622
2751	6575.329037
2752	6575.161792
2753	6574.965214
2754	6574.586134
2755	6574.223632
2756	6573.746291
2757	6573.593526
2758	6573.293937
2759	6572.846409
2760	6572.444717
2761	6572.203208
2762	6571.965274
2763	6571.676488
2764	6571.31781
2765	6571.161098
2766	6570.856622
2767	6570.59975
2768	6570.353608
2769	6570.087131
2770	6569.960114
2771	6569.313615
2772	6568.956497
2773	6568.709625
