Model,CV_MAE_Mean,CV_MAE_Std,CV_RMSE_Mean,CV_RMSE_Std,Train_MAE,Train_RMSE,Val_MAE,Val_RMSE,MAPE,Coverage,Winkler_Score,Interval_Width,Q_Hat
Optimized Ensemble (LGBM+HistGB) Split Conformal,56514.96276057883,88.74722618056732,102233.21442320272,1142.4160241346824,43880.18405675422,68246.09660034512,56072.101974582074,102031.9981889887,9.91144162002319,0.900025,259654.24356301728,257249.32737953775,128624.66368976883
